search_query,title,company,location,description,posted_at,posted_date,apply_links
data engineer,Full Performance Data Engineer,631 Booz Allen Hamilton_United States,United States,"Full Performance Data Engineer The Opportunity: Ever-expanding technology like IoT, machine learning, and artificial intelligence means that there’s more structured and unstructured data available today than ever before. As a data engineer, you know that organizing big data can yield pivotal insights when it’s gathered from disparate sources. We need an experienced data engineer like you to help our clients find answers in their big data to impact important missions from fraud detection to cance...",23 days ago,2024-10-29,"Workday: https://bah.wd1.myworkdayjobs.com/en-US/BAH_Jobs/job/McLean-VA/Full-Performance-Data-Engineer_R0208948?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | ZipRecruiter: https://www.ziprecruiter.com/c/Molina-Healthcare/Job/Lead-Analyst,-Data-Quality-Analytics-and-Performance-Improvement-Remote/-in-Long-Beach,CA?jid=9f89e623453d4793&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Indeed: https://www.indeed.com/viewjob?jk=cca144b0e59033d0&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | LinkedIn: https://www.linkedin.com/jobs/view/data-engineer-%E2%80%93-construction-quality-at-microsoft-4056087644?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Adzuna: https://www.adzuna.com/details/4922430894?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Mysmartpros: https://www.mysmartpros.com/tuition/job/arm-performance-and-porting-engineer/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Glassdoor: https://www.glassdoor.com/job-listing/lead-analyst-data-quality-analytics-and-performance-improvement-remote-molina-healthcare-JV_KO0,70_KE71,88.htm?jl=1009505247390&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobbio: https://jobbio.com/companies/booz-allen-1/jobs/full-performance-data-engineer-PS0Ar_kxjc?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data engineer,Data Engineer,"Salesforce, Inc.","Bellevue, WA (+1 other)","Data Engineer or Sr. Data Engineer

Office hybrid in San Francisco, CA or Bellevue, WA
In school or graduated within the last 12 months? Please visit Futureforce for opportunities.

The Salesforce Cloud Economics and Capacity Management (CECM) team is looking for a Data and Backend Engineer with experience across distributed systems to join us!

You will be working multi-functionally with engineers, architects, and product managers to build the breakthrough features that our internal customers w...",6 days ago,2024-11-15,"Salesforce Careers: https://careers.salesforce.com/en/jobs/jr271458/data-engineer/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Legalist: https://www.legalist.com/careers?gh_jid=5150613004&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Workday: https://salesforce.wd12.myworkdayjobs.com/en-US/External_Career_Site/job/Data-Engineer_JR271458?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobs: https://jobs.ashbyhq.com/Fintool/12ad47b4-b693-4e47-98f2-b8ce8232f797?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Indeed: https://www.indeed.com/viewjob?jk=428ef5e51bed3d57&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | ZipRecruiter: https://www.ziprecruiter.com/c/BayOne/Job/Data-Engineer-(Offshore)/-in-San-Francisco,CA?jid=ddc9c6acdd83a331&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Wellfound: https://wellfound.com/jobs/3079048-data-engineer?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Greenhouse: https://boards.greenhouse.io/embed/job_app?for=coalition&token=4454863005&b=https://careers.coalitioninc.com/job-posting/&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data engineer,Data Engineer (Hybrid),Dairy Queen,"Minneapolis, MN","""Are you a tech-savvy individual with a passion for both data and ice cream? Look no further! Dairy Queen is seeking a dynamic Data Engineer (Hybrid) to join our team. In this role, you will have the unique opportunity to blend your expertise in data management with your love for our delicious frozen treats. We are looking for a driven and innovative individual with a strong background in data engineering and a craving for creating impactful solutions. If you have a sweet tooth for both data and...",N/A,N/A,JobzMall: https://www.jobzmall.com/dairy-queen/job/data-engineer-hybrid-5?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data engineer,Big Data Engineer,CAI,"Augusta, ME","Job ID Number

R4169

Employment Type

Full time

Worksite Flexibility

Remote

Job Summary

We are looking for a motivated Big Data Engineer ready to take us to the next level! If you have a strong understanding of SaaS, IaaS, PaaS implementations, ETL/ELT Processes, and experience with data factory and databricks and are looking for your next career move, apply now.

Job Description

The Big Data Engineer is a vital member of a collaborative team, responsible for designing, engineering, mainta...",12 days ago,2024-11-09,Lensa: https://lensa.com/job-v1/cai/augusta-me/big-data-engineer/7c697729b798582485b2e286b9357c62?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data engineer,Remote Lead Data Engineer,"Global Channel Management, Inc.","Atlanta, GA","Remote Lead Data Engineer needs 7+ years' experience as data engineer in consumer finance or equivalent industry (consumer loans, collections, servicing, optional product, and insurance sales)
Remote Lead Data Engineer requires:
Strong background in math, statistics, computer science, data science or related discipline
- Advanced knowledge one of language: Java, Scala, Python, C#
- Production experience with: HDFS, YARN, Hive, Spark, Kafka, Oozie / Airflow, Amazon Web Services (AWS), Docker / Ku...",18 days ago,2024-11-03,Jooble: https://jooble.org/jdp/-885356131331684426?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data engineer,Senior Data Engineer,"Dycom Industries, Inc.","Palm Beach Gardens, FL","Discover a more connected Senior Data Engineer career

At Dycom Industries, Inc, as a Senior Data Engineer, you’ll contribute to the design and implementation of our reporting solutions. Your role will involve utilizing tools and technologies to create reports and dashboards, collaborate with various stakeholders, and ensure that our reporting solutions provide valuable insights to drive business success.

Connecting you to great benefits
• Remote
• Weekly Paychecks
• Paid Time Off, Parental Lea...",N/A,N/A,"Dycom Careers - Dycom Industries, Inc: https://careers.dycomind.com/dycom/jobs/74329?lang=en-us&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Ervin Cable Careers: https://careers.ervincable.com/dycom/jobs/74329?lang=en-us&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Hire Heroes USA Job Board: https://jobs.hireheroesusa.org/jobs/350529414-senior-data-engineer-at-dycom-industries-inc?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Trawick Careers: https://careers.trawickconstruction.com/life/jobs/74329?lang=en-us&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | TelCom Careers: https://careers.telcomconstruction.com/dycom/jobs/74329?lang=en-us&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Prince Careers: https://careers.princetelecom.com/life/jobs/74329?lang=en-us&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | UtiliQuest Careers: https://careers.utiliquest.com/careers/jobs/74329?lang=en-us&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Star Careers: https://careers.star-llc.net/life/jobs/74329?lang=en-us&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data engineer,"Data Engineer (Hybrid) - Raleigh, NC",14500 Arch U.S. MI Services Inc.,Anywhere,"With a company culture rooted in collaboration, expertise and innovation, we aim to promote progress and inspire our clients, employees, investors and communities to achieve their greatest potential. Our work is the catalyst that helps others achieve their goals. In short, We Enable Possibility℠. Job Summary The Data Engineer (internally known as Software Engineer III), will specialize in designing, implementing, and optimizing database systems for efficient storage, retrieval, and management of...",3 days ago,2024-11-18,Workday: https://archgroup.wd1.myworkdayjobs.com/en-US/Careers/job/Data-Engineer--Hybrid----Raleigh--NC_R24_626?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | LinkedIn: https://www.linkedin.com/jobs/view/data-engineer-hybrid-raleigh-nc-at-arch-mortgage-insurance-company-arch-mi-4078435104?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | RecruitMilitary: https://my.recruitmilitary.com/job/44900798/DAS-Engineer-Raleigh-NC-Mobile-Communications?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobilize: https://www.jobilize.com/job/us-das-field-engineer-raleigh-nc-mobile-communications-america-hiring?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data engineer,"Staff Engineer, Data Engineering",Zus Health,United States,"Who we are

Zus is a shared health data platform designed to accelerate healthcare data interoperability by providing easy-to-use patient data via API, embedded components, and direct EHR integrations. Founded in 2021 by Jonathan Bush, co-founder and former CEO of athenahealth, Zus partners with HIEs and other data networks to aggregate patient clinical history and then translates that history into user-friendly information at the point of care. Zus's mission is to catalyze healthcare's greatest...",N/A,N/A,Lever: https://jobs.lever.co/zushealth/8cdebcc1-df8e-43f0-868f-ab5f9994f80b?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data scientist,Data Scientist (REMOTE),Sedgwick,"Wichita, KS","Taking care of people is at the heart of everything we do, and we start by taking care of you, our valued colleague. A career at Sedgwick means experiencing our culture of caring. It means having flexibility and time for all the things that are important to you. It’s an opportunity to do something meaningful, each and every day. It’s having support for your mental, physical, financial and professional needs. It means sharpening your skills and growing your career. And it means working in an envi...",7 days ago,2024-11-14,Recruiter.com: https://jobs.recruiter.com/jobs/11525305237-data-scientist-remote?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Talentify: https://www.talentify.io/job/data-scientist-remote-wichita-kansas-us-bd-careers-r-501712?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data scientist,Data Scientist,Maximus,"Wichita, KS","Description & Requirements

Be part of something great

Maximus is a global organisation that specialises in providing health and employment services to millions of people every year. Here in the UK we employ around 5,000 people across the country to deliver services that have a profound impact on people's lives. From assessments and health services to employability programmes and specialist support, we do work that matters with people who care.

You will with key stakeholders, data management a...",N/A,N/A,"Monster: https://www.monster.com/job-openings/data-scientist-wichita-ks--cebf2a0e-efe1-4e36-aab8-23f504c72ae1?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Glassdoor: https://www.glassdoor.com/job-listing/data-scientist-nuvative-inc-JV_IC1151230_KO0,14_KE15,27.htm?jl=1009483248320&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | JobzMall: https://www.jobzmall.com/textron/job/data-scientist-598?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data scientist,"Principal Data Scientist, Consumer Experience",Gopuff,"Independence, KS","Overview:

Do you have a passion for solving impactful problems using data science? Gopuff is building solutions to dramatically change the way people purchase their daily goods. We provide the modern-day solution to meet customer's immediate everyday needs with products ranging from snacks and ice cream to household goods and beer, at the click of a button.

Our business is built on a backbone of technology, which generates high-quality data from shopping to facilities management to order fulfi...",3 days ago,2024-11-18,"SimplyHired: https://www.simplyhired.com/job/kkJRURgSWHC4AEgwMzwL3j0VbLKoSOcUpENvUyD1m3tuT-4PeHougQ?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobcase: https://www.jobcase.com/jobs/view/n/U-116446881806?jlsrc=3&utm_term=Principal+Data+Scientist,+Consumer+Experience&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data scientist,Senior Data Scientist,Launch Potato,"Wichita, KS","(This role will heavily focus on building machine learning models. This is NOT an engineering/data engineering position.)

BASE SALARY: $110,000 to $160,000 per year, paid bi-monthly

MUST HAVE: Experience within the performance marketing/lead gen industries. Professional experience designing, implementing, optimizing, and testing end-to-end Multi-Armed Bandit (MAB) and recommendation systems.

EXPERIENCE: A minimum of 4 years experience in a hands-on, in-the-weeds data science position.

YOUR R...",N/A,N/A,Greenhouse: https://boards.greenhouse.io/launch2/jobs/5352040004?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Iitjobs: https://www.iitjobs.com/job/senior-data-scientist-wichita-ks-usa-deloitte-36453?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Adzuna: https://www.adzuna.com/details/4901625874?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Recruit.net: https://www.recruit.net/job/senior-data-scientist-jobs/FDAF4DA898E2867D?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Learn4Good: https://www.learn4good.com/jobs/wichita/kansas/info_technology/3675351550/e/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobilize: https://www.jobilize.com/job/us-ks-wichita-senior-data-scientist-launch-potato-hiring-now-job-immediately?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data scientist,Data Scientist (L5) - Ads (Measurement),Netflix,Kansas,"Netflix is one of the world’s leading entertainment services with 278 million paid memberships in over 190 countries enjoying TV series, films and games across a wide variety of genres and languages. Members can play, pause and resume watching as much as they want, anytime, anywhere, and can change their plans at any time.

The Role

In Nov 2022, we launched a new lower-priced, ad-supported tier for our customers. We are now continuing to build on our goal of providing more choice for consumers ...",29 days ago,2024-10-23,Netflix Careers: https://explore.jobs.netflix.net/careers/job/790298318863-data-scientist-l5-ads-measurement--usa-remote?domain=netflix.com&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data scientist,Principal Data Scientist,Maximus,"Wichita, KS","Description & Requirements

Maximus is seeking a Principal Data Scientist to collaborate with product design and engineering teams to develop an understanding of needs. The candidate will research and devise innovative statistical models for data analysis. In this role, you will communicate findings to all stakeholders. The Principal Data Scientist will enable smarter business processes by using analytics for meaningful insights. You will keep current with technical and industry developments.

M...",20 days ago,2024-11-01,Monster: https://www.monster.com/job-openings/principal-data-scientist-wichita-ks--ffd0d77b-0738-4c25-adb9-053329b5ee48?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | EQuest Jobs: https://jobs.equest.com/jobs/KS/maximus/principal-data-scientist-369262094.html?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | WhatJobs: https://www.whatjobs.com/job/Principal-Data-Scientist/wichita-kansas/1766580457?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobvertise: https://www.jobvertise.com/job/36033700/principal_data_scientist_jobs_in_wichita_ks.html?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobrapido.com: https://us.jobrapido.com/jobpreview/7392939069304471552?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobilize: https://www.jobilize.com/job/us-ks-wichita-principal-data-scientist-maximus-hiring-now-job-immediately?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | JobMesh.io: https://jobmesh.io/job/c7b1ce95-ea05-463f-b398-39b7ddde4fcc?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data scientist,R & Python Data Science Tutor,Outlier Ai,"Wichita, KS","Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced software engineer who would like to lend your coding expertise to train AI models?

We partner with organizations to train AI large language models, helping cutting-edge generative AI models write better code. Projects typically include discrete, highly variable problems that involve engaging with these models as they learn to code. There is no requirement for previous ...",6 days ago,2024-11-15,"Indeed: https://www.indeed.com/viewjob?jk=fffe7b17b2d3efb3&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Glassdoor: https://www.glassdoor.com/job-listing/data-science-and-ml-coding-trainer-outlier-ai-JV_IC1151230_KO0,34_KE35,45.htm?jl=1009521856832&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | SimplyHired: https://www.simplyhired.com/job/Am0mDT1UGEUSYqKjGrV5qZBkPPDdHB4xR8Hz4amOM7uWX_JSABBFOA?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | JobServe: https://www.jobserve.com/us/en/extjob/R-PYTHON-DATA-SCIENCE-TUTOR-in-Wichita-Kansas-USA-5FF58408EB550F81F7/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | KHON2 Jobs: https://jobs.khon2.com/jobs/r-python-data-science-tutor-wichita-kansas/1494764393-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | KSNT Jobs: https://jobs.ksnt.com/jobs/data-science-ml-coding-trainer-wichita-kansas/1494767400-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | WDTN Jobs: https://jobs.wdtn.com/jobs/data-science-ml-coding-trainer-wichita-kansas/1494767400-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Star Job Search: https://starjobsearch.co.uk/jobs/data-science-ml-coding-trainer-wichita-kansas/1494767400-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data scientist,Data Science Internship (Remote Eligible) - Graduate Student Preferred,Lands' End Japan,"Wichita, KS","• This role is eligible to be performed remotely, however, if you reside within 60 miles of Lands' End's offices in Dodgeville, WI or New York, NY, you will be expected to collaborate onsite in a hybrid fashion for up to 12 days per month.

At Lands' End, we are on a mission to create a more comfortable world. We care about our employees, our community and our planet. People are the heart of our company, and our doors are open to everyone. We are committed to creating a welcoming, safe and inclu...",22 days ago,2024-10-30,LinkedIn: https://www.linkedin.com/jobs/view/data-science-internship-remote-eligible-graduate-student-preferred-at-lands-end-japan-4062351539?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data scientist,R & Python Data Science Tutor,Outlier,"Wichita, KS","Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced software engineer who would like to lend your coding expertise to train AI models?

We partner with organizations to train AI large language models, helping cutting-edge generative AI models write better code. Projects typically include discrete, highly variable problems that involve engaging with these models as they learn to code. There is no requirement for previous ...",11 days ago,2024-11-10,Indeed: https://www.indeed.com/viewjob?jk=f8466a5d89f49cf9&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data scientist,Data Scientist,ServiceLink,"Dearing, KS","Overview

Are you a data enthusiast with a broad understanding and experience with machine learning, artificial intelligence, and advanced multi-media (images and video) processing methods? Skilled in analyzing large, complex, multi-dimensional datasets with a variety of tools and statistical environments. You have experience in creating and implementing machine learning algorithms and advanced statistics and are proficient in statistical computing languages for data analysis - such as Python an...",N/A,N/A,Ladders: https://www.theladders.com/job/data-scientist-servicelink-dearing-ks_68001593?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data scientist,Machine Learning Engineer/Data Scientist/Analyst - Junior Level,SynergisticIT,"Aurora, IL","WHAT MAKES US A GREAT PLACE TO WORK We are proud to be consistently recognized as one of the world's best places to work, a champion of diversity and a model of social responsibility. We believe that diversity, inclusion and collaboration are key to building extraordinary teams. We hire people with exceptional talents, abilities and potential, then create an environment where you can become the best version of yourself and thrive both professionally and personally. SYNERGISTICIT wants every Job ...",22 hours ago,2024-11-21,"SitePoint: https://www.sitepoint.com/jobs-for-developers/synergisticit/machine-learning-engineer-data-scientist-analyst-junior-level-937962/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | ZipRecruiter: https://www.ziprecruiter.com/c/SynergisticIT/Job/Machine-Learning-Engineer-Data-Scientist-Analyst-Junior-Level/-in-Aurora,IL?jid=ce2953381529d325&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Recruit.net: https://www.recruit.net/job/machine-learning-engineer-data-scientist-jobs/DF13DFA46B480D67?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobilize: https://www.jobilize.com/job/us-il-aurora-machine-learning-engineer-data-scientist-analyst-junior?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data scientist,"Director, Data Science",RAPP,"Chicago, IL","RAPP Chicago is looking for a Director, Data Science to join our award-winning Marketing Sciences team.

WHO WE ARE:

We are RAPP – world leaders in activating growth with precision and empathy at scale.

As a global, next-generation precision marketing agency we leverage data, creativity, technology, and empathy to foster client growth. We champion individuality in the marketing solutions we create, and in our workplace. We fight for solutions that adapt to the individual’s needs, beliefs, beha...",2 days ago,2024-11-19,Built In Chicago: https://www.builtinchicago.org/job/director-data-science/267719?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | BeBee: https://us.bebee.com/job/ba7acd038b464e5be021fbfdbc98a7a7?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Snagajob: https://www.snagajob.com/jobs/1030005489?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobs Trabajo.org: https://us.trabajo.org/job-1721-fa789f7604bc1f5b1e9b39e908ba4d81?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jobilize: https://www.jobilize.com/job/us-il-chicago-mcdonald-s-director-data-science-ehmann-hiring-now-job?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Learn4Good: https://www.learn4good.com/jobs/chicago/illinois/management_and_managerial/3732729511/e/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Leadership Finder: https://leadershipfinder.com/job/23991_aj137e2f0c-bc0c-44d3-bcf1-e633e5ff6f53/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data scientist,"Healthcare Data Scientist, NLP Focus",OMNY Health,Anywhere,"OMNY is a real world data exchange platform that enables health systems and specialty networks to share their de-identified data sets with external parties at scale. The company’s vision is to help sustain the healthcare ecosystem through a data driven business model, while unlocking incredible innovation in the life sciences industry with real world data from health systems. We are seeking a talented Healthcare Data Scientist with expertise in Natural Language Processing (NLP) to join our dynam...",3 days ago,2024-11-18,LinkedIn: https://www.linkedin.com/jobs/view/healthcare-data-scientist-nlp-focus-at-omny-health-4079387805?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
data scientist,Data Scientist - Python Intern,CNH Industrial Global Careers,"Oak Brook, IL","CNH Industrial is a world-class equipment and services company. Driven by its purpose of Breaking New Ground, which centers on Innovation, Sustainability and Productivity, the Company provides the strategic direction, R&D capabilities, and investments that enable the success of its five core Brands: Case IH, New Holland Agriculture and STEYR, supplying 360° agriculture applications from machines to implements and the digital technologies that enhance them; and CASE and New Holland Construction E...",N/A,N/A,"CNH Global Careers - CNH Industrial: https://careers.cnh.com/job/21152108/data-scientist-python-intern-oak-brook-il/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | ZipRecruiter: https://www.ziprecruiter.com/c/CNH-Industrial/Job/Data-Scientist-Python-Intern/-in-Oak-Brook,IL?jid=008194997169bd95&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Indeed: https://www.indeed.com/viewjob?jk=1e16f7a5a15aa501&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Glassdoor: https://www.glassdoor.com/job-listing/data-scientist-python-intern-cnh-industrial-JV_IC1128935_KO0,28_KE29,43.htm?jl=1009486742738&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | LinkedIn: https://www.linkedin.com/jobs/view/data-scientist-python-intern-at-cnh-4051145645?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | SimplyHired: https://www.simplyhired.com/job/MK7a9lKxcQ44Sz5TNuWNEQUbdek8Jk6woJoe2x4JOhPAFnIR0rimFA?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | SWE Career Center: https://careers.swe.org/job/data-scientist-python-intern/75553720/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Monster: https://www.monster.com/job-openings/data-scientist-python-intern-oak-brook-il--d2433e2e-9fb7-4c5a-9413-7e70284daef7?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data scientist,"Senior Manager, Data Scientist",Walgreens,"Chicago, IL","Job Summary

Manages complex data gathering and integrating large volumes of data, performing analysis, interpreting results and developing actionable insights and recommendations for use across the company. Provides management and guidance to multiple groups of staff of data scientists and data analysts to implement the company’s data science strategy. Manages efforts of others in the achievement of the strategic and operational objectives.

Job Responsibilities
• Provides management and guidan...",N/A,N/A,"Walgreens: https://jobs.walgreens.com/en/job/chicago/senior-manager-data-scientist/1242/69090826912?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | ZipRecruiter: https://www.ziprecruiter.com/c/Walgreens/Job/Senior-Manager,-Data-Scientist/-in-Chicago,IL?jid=b61f56a638e4ba32&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Glassdoor: https://www.glassdoor.com/job-listing/senior-manager-data-scientist-walgreens-JV_IC1128808_KO0,29_KE30,39.htm?jl=1009418286335&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Indeed: https://www.indeed.com/viewjob?jk=fb9e7b7e932aa378&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | LinkedIn: https://www.linkedin.com/jobs/view/senior-manager-data-scientist-at-walgreens-4035921626?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Jooble: https://jooble.org/jdp/-5857632918851282045?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Ladders: https://www.theladders.com/job/senior-manager-data-scientist-walgreens-chicago-il_75727701?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Levels.fyi: https://www.levels.fyi/jobs?jobId=122860327510385350&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
data scientist,Data Scientist,Wintrust,"Rosemont, IL","Wintrust is a financial holding company with approximately $50 billion assets under management and traded on the NASDAQ:WTFC. Built on the ""HAVE IT ALL"" model, Wintrust offers sophisticated technology and resources of a large bank while focusing on providing service-based community banking to each and every customer. Wintrust operates fifteen community bank subsidiaries with over 170 banking locations in the greater Chicago and southern Wisconsin market areas. Additionally, Wintrust operates var...",N/A,N/A,"ZipRecruiter: https://www.ziprecruiter.com/c/Wintrust/Job/Data-Scientist/-in-Rosemont,IL?jid=0e06152cd6061554&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Indeed: https://www.indeed.com/viewjob?jk=6abfc22dfa957874&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | LinkedIn: https://www.linkedin.com/jobs/view/data-scientist-at-wintrust-financial-corporation-4045184697?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | BeBee: https://us.bebee.com/job/7e618ec12ecf8f4ff165a7b9b2eaea66?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Talentify: https://www.talentify.io/job/data-scientist-rosemont-illinois-wintrust-financial-24954?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | FOX8 Jobs: https://jobs.fox8.com/jobs/data-scientist-rosemont-illinois/1490027886-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | Roles For Col U Fans: https://roles.cu-fc.com/jobs/data-scientist-rosemont-illinois/1490027886-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic | DataScienceJobs.com: https://datasciencejobs.com/jobs/data-scientist-wintrust-financial-corporation-united-states-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
